bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count	cov_il	cov_pb	cov_r9	cov_r104	r_abund_il	r_abund_pb	r_abund_r9	r_abund_r104	cluster	unalligned_bp	genome_frac	dup_ratio	Ns_per_100kb	MMs_per_100kb	Indels_per_100kb
r9_bin.0163	2835	1250	4	4	3	21	p__Firmicutes (UID241)	95.31	3.67	0	2775707	0	23	23	283084	283084	120682	120682	526171	526171	52.6	1.46	89.92	2837	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__UBA5420 sp012518325	99.79	1.0	GCA_012518325.1	99.79	1.0	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__	taxonomic classification defined by topology and ANI	92.54	N/A	N/A	HQ156145.1.1410 Bacteria;Firmicutes;Limnochordia;MBA03;uncultured prokaryote	r9	2021-10-18	Nanopore R9.4.1	HQ	2309095	11678	0.5057393	N	Bacteria	 Firmicutes	0	0	15.92245	15.66039	30.53267	7.417359	0.3163405	0.2881003	0.2385774	0.1961024	121_1	276428	92.763	1.022	0	125.7	18.98
r9_bin.0164	2042	1256	2	1	1	8	o__Clostridiales (UID1120)	28.24	0	0	1300990	0	67	67	23480	23480	19417	19417	99057	99057	37.1	1.91	74.71	2332	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__Lutispora;s__	N/A	N/A	GCF_900142105.1	81.91	0.5	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__;s__	taxonomic classification defined by topology and ANI	19.67	0.9076293949705571	N/A	AB234006.1.1449 Bacteria;Firmicutes;Clostridia;Gracilibacteraceae;Lutispora;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	LQ	14343	220	1.533849	N	Bacteria	 Firmicutes	0	0	1.47094	1.563899	4.62334	0.9645731	0.02922401	0.02877067	0.03612604	0.02550167	NA	NA	NA	NA	NA	NA	NA
r9_bin.0165	2913	1412	1	1	1	21	c__Deltaproteobacteria (UID3216)	95.48	3.23	40	3023235	0	3	3	1772162	1772162	1007745	1007745	1772162	1772162	51	1.02	87.03	2951	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__	N/A	N/A	GCA_012522275.1	80.89	0.7	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__	taxonomic classification defined by topology and ANI	87.95	0.9866053787220498	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	FPLM01005714.1.1420 Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Smithellaceae;Smithella;metagenome	r9	2021-10-18	Nanopore R9.4.1	HQ	2970921	10027	0.3375048	N	Bacteria	 Proteobacteria	0	0	198.3911	173.5934	493.2842	152.8141	3.941549	3.193555	3.854444	4.040146	45_1	154196	91.703	1.007	0	97.09	20.68
r9_bin.0166	1418	678	2	2	2	18	k__Bacteria (UID2328)	86.67	2.67	50	1488558	0	19	19	230658	230658	78345	78345	300561	300561	47.5	6.66	90.72	1383	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__UBA3946;s__UBA3946 sp002385755	99.55	0.82	GCA_002385755.1	99.55	0.82	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__UBA3946;s__	taxonomic classification defined by topology and ANI	77.57	N/A	N/A	JF417903.1.1492 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	1440960	11359	0.7882939	N	Bacteria	 Firmicutes	0	0	67.33263	33.84527	190.4192	68.29925	1.337736	0.6226431	1.487905	1.805716	55_1	122404	76.842	1.013	0	107.63	24.53
r9_bin.0167	2839	1275	4	4	4	21	o__Clostridiales (UID1120)	99.07	2.8	83.33	2825868	0	29	29	163483	163483	97443	97443	400257	400257	39	1.53	87.57	2757	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp012520455	99.88	0.99	GCA_012520455.1	99.88	0.99	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	taxonomic classification defined by topology and ANI	93.03	N/A	N/A	FJ825495.1.1386 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	2646165	6894	0.260528	N	Bacteria	 Firmicutes	0	0	66.05518	99.10532	136.9192	28.6015	1.312356	1.823216	1.069865	0.7561752	76_1	395838	92.514	1.023	0	66.37	20.21
r9_bin.0168	2060	982	2	2	2	20	k__Bacteria (UID2328)	98.67	2.67	100	2121024	0	17	17	322672	322672	124766	124766	552700	552700	36.2	1.44	90.03	2005	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__DTU067 sp012841865	99.02	0.88	GCA_012841865.1	99.02	0.88	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__	taxonomic classification defined by topology and ANI	91.72	N/A	N/A	FN667374.1.1462 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured compost bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	1548114	5751	0.3714843	N	Bacteria	 Firmicutes	0	0	14.05545	10.05042	57.76537	16.83015	0.2792477	0.1848951	0.4513693	0.4449606	56_1	161329	80.591	1.026	0	180.98	30.98
r9_bin.0169	2540	1228	2	2	2	20	k__Bacteria (UID2495)	90.84	7.95	42.86	2213760	0	28	28	365374	365374	79062	79062	412520	412520	46.7	3.2	88.99	2612	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__DUOJ01;s__DUOJ01 sp012838895	99.29	0.97	GCA_012838895.1	99.29	0.97	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__;s__	taxonomic classification defined by topology and ANI	76.43	N/A	N/A	HQ154946.1.1407 Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sphaerochaeta;uncultured prokaryote	r9	2021-10-18	Nanopore R9.4.1	MQ	470490	5552	1.180046	N	Bacteria	 Spirochaetes	1	0	6.378297	4.558614	18.17792	5.467794	0.1267213	0.0838637	0.1420394	0.1445592	86_1	486674	97.002	1.022	0	522.22	80.09
r9_bin.0170	1059	515	1	1	1	12	k__Bacteria (UID1452)	51.98	0.83	0	749755	0	28	28	33610	33610	26776	26776	76861	76861	47.3	1.89	80.78	1155	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__CSSed11-197;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	taxonomic novelty determined using RED	36.15	0.8819215643727972	N/A	HQ183888.1.1464 Bacteria;Chloroflexi;Dehalococcoidia;vadinBA26;uncultured Chloroflexi bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	150	0	0	N	Bacteria	 Chloroflexi	0	0	1.465088	0.7142799	5.157322	1.447178	0.02910775	0.01314043	0.04029849	0.03826094	193_0	NA	NA	NA	NA	NA	NA
r9_bin.0171	5144	3641	1	1	1	20	p__Bacteroidetes (UID2605)	65.13	2.22	0	3841835	0	70	70	83071	83071	54883	54883	246340	246340	34.7	2.23	79.02	6017	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic classification fully defined by topology	37.18	0.7913333808805173	N/A	GU389675.1.1243 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;SB-5;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	27467	254	0.9247461	N	Bacteria	 Bacteroidetes	0	0	2.191066	3.780155	5.260923	1.049928	0.04353116	0.06954256	0.04110802	0.02775831	30_1	451798	80.017	1.007	0	499.83	352.24
r9_bin.0172	1711	732	2	2	2	18	k__Bacteria (UID2570)	95.08	3.28	100	1880014	0	21	21	172638	172638	89524	89524	247968	247968	41.6	1.57	88.57	1679	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__UBA4179;s__UBA4179 sp002381125	97.6	0.79	GCA_002381125.1	97.6	0.79	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__UBA4179;s__	taxonomic classification defined by topology and ANI	88.96	N/A	N/A	CZCA01000836.15.1544 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum;anaerobic digester metagenome	r9	2021-10-18	Nanopore R9.4.1	HQ	1773918	24242	1.36658	N	Bacteria	 Bacteroidetes	0	0	50.48254	78.46071	93.59375	21.07515	1.002966	1.443422	0.7313266	0.5571913	162_1	NA	NA	NA	NA	NA	NA
r9_bin.0173	3165	2021	1	1	1	20	k__Bacteria (UID1452)	70.54	4.09	16.67	2430252	0	54	54	81620	81620	45004	45004	168963	168963	52	2.02	81.13	3491	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	ANI	54.3	0.969025407687902	N/A	FPLM01006417.10.1491 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;metagenome	r9	2021-10-18	Nanopore R9.4.1	MQ	34587	267	0.7719663	N	Bacteria	 Chloroflexi	0	0	3.036837	2.868544	6.198591	1.886139	0.06033458	0.05277189	0.04843479	0.04986632	181_1	812688	88.484	1.043	0	597.26	306.82
r9_bin.0174	4221	2937	0	0	0	17	o__Clostridiales (UID1212)	67.44	2.03	25	3105787	0	90	90	62523	62523	34508	34508	184688	184688	46.2	2.78	81.44	4339	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__WREN01;s__	N/A	N/A	GCA_009779295.1	75.76	0.01	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__	taxonomic classification defined by topology and ANI	59.36	0.8699365355679611	N/A	NA	r9	2021-10-18	Nanopore R9.4.1	MQ	19748	248	1.255823	N	Bacteria	 Firmicutes	0	0	2.309104	1.866587	5.618766	1.609733	0.04587629	0.03433914	0.04390413	0.04255859	160_1	NA	NA	NA	NA	NA	NA
r9_bin.0175	4006	2525	2	1	1	20	c__Deltaproteobacteria (UID3216)	67.23	5.4	0	2967897	0	139	139	36876	36876	21351	21351	82425	82425	54.9	1.95	77.89	4311	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__JAAYKM01;g__;s__	N/A	N/A	GCA_012522415.1	77.81	0.18	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	taxonomic classification defined by topology and ANI	39.31	0.8363124434359096	N/A	HQ183850.1.1526 Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus;uncultured delta proteobacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	34801	759	2.180972	N	Bacteria	 Proteobacteria	0	0	2.273904	2.23008	5.094254	1.30765	0.04517695	0.04102624	0.03980568	0.03457204	47_1	1813746	50.779	1.023	0	686.84	357.34
r9_bin.0176	2571	1300	3	3	3	21	p__Firmicutes (UID239)	93.14	10.38	68.75	2522433	0	25	25	159704	159704	100897	100897	462786	462786	55.4	4.14	85.88	2551	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA10085;s__UBA10085 sp003456765	99.1	0.81	GCA_003456765.1	99.1	0.81	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA10085;s__	taxonomic classification defined by topology and ANI	84.08	N/A	N/A	JX456451.1.1502 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured Clostridiales bacterium	r9	2021-10-18	Nanopore R9.4.1	Contaminated	2420455	28792	1.189528	N	Bacteria	 Firmicutes	0	0	41.02247	47.18955	74.3057	20.30021	0.815017	0.8681344	0.5806128	0.536703	NA	NA	NA	NA	NA	NA	NA
r9_bin.0177	2443	1200	1	1	1	19	k__Bacteria (UID209)	85.44	0	0	1944696	0	25	25	227367	227367	77787	77787	499697	499697	33.7	2.1	78.01	2491	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__UBA6794;g__UBA6794;s__	N/A	N/A	GCA_012520575.1	76.63	0.1	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__UBA6794;g__UBA6794;s__	taxonomic classification defined by topology and ANI	56.07	0.8684230363894844	N/A	JX898075.1.1542 Bacteria;Caldatribacteriota;JS1;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	36122	467	1.292841	N	Bacteria	 Firmicutes	0	0	3.021799	5.600597	7.350749	1.885296	0.06003582	0.1030328	0.05743758	0.04984401	94_1	163236	69.46	1.008	0	459.42	204.45
r9_bin.0178	4192	3316	1	1	1	16	k__Bacteria (UID1452)	37.9	0.69	33.33	2936398	0	89	89	46663	46663	32993	32993	120425	120425	67.7	1.41	78.49	4729	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA5377;f__JAAYIR01;g__JAAYIR01;s__	N/A	N/A	GCA_012523355.1	77.86	0.11	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA5377;f__;g__;s__	taxonomic classification defined by topology and ANI	17.97	0.8596261068377773	N/A	HQ183990.1.1487 Bacteria;WS1;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	LQ	11409	676	5.925147	N	Bacteria	 Firmicutes	0	0	1.974876	2.301818	4.773269	1.051416	0.03923599	0.04234598	0.03729756	0.02779764	NA	NA	NA	NA	NA	NA	NA
r9_bin.0179	2679	1715	2	2	2	20	k__Bacteria (UID2569)	96.24	1.08	0	2622490	0	54	54	638246	638246	48564	48564	925413	925413	41.4	6.91	90.37	2663	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__W0P28-013 sp012837685	99.5	0.98	GCA_012837685.1	99.5	0.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__	taxonomic classification defined by topology and ANI	90.47	N/A	N/A	FPLM01004737.14.1519 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;uncultured;metagenome	r9	2021-10-18	Nanopore R9.4.1	HQ	2535498	9912	0.3909291	N	Bacteria	 Bacteroidetes	1	0	33.62497	16.52263	102.414	33.50451	0.6680465	0.3039628	0.8002468	0.8858025	173_1	421032	85.592	1.046	0	82.42	23.61
r9_bin.0180	2974	1309	4	4	4	20	p__Firmicutes (UID241)	92.16	2.12	0	2704439	0	13	13	306227	306227	208033	208033	615411	615411	55.6	1.34	87.38	3062	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__JAAZLZ01;f__JAAZLZ01;g__JAAZLZ01;s__JAAZLZ01 sp012799075	98.55	0.97	GCA_012799075.1	98.55	0.97	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__JAAZLZ01;f__JAAZLZ01;g__JAAZLZ01;s__	taxonomic classification defined by topology and ANI	87.21	N/A	N/A	HQ156135.1.1397 Bacteria;Firmicutes;Limnochordia;B55-F-B-G02;uncultured prokaryote	r9	2021-10-18	Nanopore R9.4.1	HQ	849229	16709	1.967549	N	Bacteria	 Firmicutes	0	0	7.737041	7.881659	14.66154	4.048372	0.1537162	0.1449969	0.1145629	0.1070321	92_1	NA	NA	NA	NA	NA	NA
r9_bin.0181	3731	2516	1	1	1	20	p__Firmicutes (UID239)	56.32	1.31	0	2721952	0	88	88	47130	47130	30931	30931	179191	179191	53.5	1.06	77.28	3998	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__DUQB01;s__DUQB01 sp012838035	98.75	0.84	GCA_012838035.1	98.75	0.84	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__;s__	taxonomic classification defined by topology and ANI	44.37	N/A	N/A	KF550886.1.1429 Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	43293	373	0.8615712	N	Bacteria	 Firmicutes	0	0	2.570005	2.48205	5.457984	1.292244	0.05105977	0.04566166	0.04264781	0.03416473	139_1	NA	NA	NA	NA	NA	NA
r9_bin.0182	3209	1601	1	1	1	19	p__Firmicutes (UID239)	79.08	6.37	42.86	3070927	0	32	32	140907	140907	95966	95966	505608	505608	49.7	1.07	84.83	3170	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__UBA4971 sp012841305	97.03	0.89	GCA_012841305.1	97.03	0.89	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	76.1	N/A	N/A	HQ156080.1.1394 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured prokaryote	r9	2021-10-18	Nanopore R9.4.1	MQ	2923219	44990	1.539057	N	Bacteria	 Firmicutes	0	0	80.8117	96.93203	149.7103	37.39312	1.605532	1.783235	1.169813	0.9886105	116_1	NA	NA	NA	NA	NA	NA
r9_bin.0183	1555	746	2	2	2	20	k__Bacteria (UID2328)	97.33	0	0	1627965	0	17	17	156603	156603	95762	95762	261430	261430	42.5	1.18	89.98	1509	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__UBA1427 sp002329485	99.83	0.86	GCA_002329485.1	99.83	0.86	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__	taxonomic classification defined by topology and ANI	90.25	N/A	N/A	CU922628.1.1357 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	524865	1537	0.2928372	N	Bacteria	 Firmicutes	3	0	7.85192	3.376008	27.71578	9.402052	0.1559986	0.06210758	0.2165667	0.2485743	59_1	665155	71	1.012	0	1003.15	106.81
r9_bin.0184	2220	1206	1	2	1	17	c__Clostridia (UID1085)	33.18	0.53	0	1467855	0	70	70	30215	30215	20969	20969	154756	154756	42.3	2.07	77.14	2473	d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__Dehalobacteriales;f__Dehalobacteriaceae;g__DUPU01;s__DUPU01 sp012838175	98.22	0.72	GCA_012838175.1	98.22	0.72	d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__Dehalobacteriales;f__Dehalobacteriaceae;g__;s__	taxonomic classification defined by topology and ANI	21.6	N/A	N/A	X86690.1.1319 Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Dehalobacterium;Dehalobacterium formicoaceticum	r9	2021-10-18	Nanopore R9.4.1	LQ	16407	448	2.730542	N	Bacteria	 Firmicutes	0	0	1.8632	1.367318	5.735396	0.960416	0.03701726	0.02515421	0.04481547	0.02539177	NA	NA	NA	NA	NA	NA	NA
r9_bin.0185	3096	1651	2	2	2	19	o__Clostridiales (UID1120)	81.33	1.4	0	2372067	0	43	43	66415	66415	55164	55164	193855	193855	41.1	0.92	79.54	3265	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DSM-8532;g__DTU059;s__DTU059 sp012520855	98.77	0.83	GCA_012520855.1	98.77	0.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DSM-8532;g__DTU059;s__	taxonomic classification defined by topology and ANI	64.05	N/A	N/A	FPLM01005322.1.1289 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;HN-HF0106;metagenome	r9	2021-10-18	Nanopore R9.4.1	MQ	40956	787	1.921574	N	Bacteria	 Firmicutes	0	0	2.728467	3.373071	6.690708	1.538026	0.05420801	0.06205355	0.05228012	0.04066279	154_1	905479	85.934	1.02	0	801.77	312.64
r9_bin.0186	2679	1330	4	4	2	21	k__Bacteria (UID209)	93.07	15.64	88.24	2405604	0	54	54	89295	89295	44548	44548	301769	301769	60.1	6.69	87.84	2641	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__58-81;s__58-81 sp002070395	97.7	0.86	GCA_002070395.1	97.7	0.86	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__58-81;s__	taxonomic classification defined by topology and ANI	63.43	N/A	Genome has more than 18.3% of markers with multiple hits	CU917677.1.1352 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermovirga;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	Contaminated	1740714	37036	2.127633	N	Bacteria	 Synergistetes	0	0	21.85645	19.84663	43.97778	13.39064	0.4342347	0.3651135	0.3436353	0.3540258	NA	NA	NA	NA	NA	NA	NA
r9_bin.0187	2340	1058	5	5	5	21	p__Firmicutes (UID241)	94.49	0.42	0	2257403	0	11	11	333158	333158	205218	205218	528566	528566	51.7	0.73	87.25	2256	d__Bacteria;p__Firmicutes_H;c__UBA994;o__UBA994;f__UBA5500;g__UBA5500;s__	N/A	N/A	GCA_012727835.1	81.53	0.64	d__Bacteria;p__Firmicutes_H;c__UBA994;o__UBA994;f__UBA5500;g__UBA5500;s__	taxonomic classification defined by topology and ANI	95.31	0.9221687491939903	N/A	JX843678.1.1480 Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;SRB2;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	1885823	11868	0.6293274	N	Bacteria	 Firmicutes	0	0	15.14771	16.75028	29.01961	8.335724	0.3009483	0.3081507	0.2267546	0.2203824	157_1	91056	81.536	1.012	0	190.86	28.49
r9_bin.0188	2068	1016	1	1	1	19	k__Bacteria (UID2569)	98.91	0.81	0	2336505	0	1	1	2336505	2336505	2336505	2336505	2336505	2336505	33.3	0	85.55	2025	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__MVYY01;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__;s__	taxonomic novelty determined using RED	94.44	0.9358673736051418	N/A	CU924061.1.1354 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;uncultured;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	2327819	46	0.001976099	N	Bacteria	 Bacteroidetes	0	0	44.92335	85.69235	119.5286	33.15459	0.8925179	1.576461	0.9339772	0.876551	178_1	0	99.739	1	0	7.15	14.89
r9_bin.0189	2968	1427	2	2	2	18	c__Clostridia (UID1085)	88.33	0.61	0	2282386	0	26	26	129399	129399	87784	87784	386450	386450	36.6	1.4	83.18	2953	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__BICA1-8;g__JAAZJU01;s__JAAZJU01 sp012800195	99.09	0.95	GCA_012800195.1	99.09	0.95	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__BICA1-8;g__;s__	taxonomic classification defined by topology and ANI	73.48	N/A	N/A	HQ155706.1.1426 Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;uncultured;uncultured prokaryote	r9	2021-10-18	Nanopore R9.4.1	MQ	53151	1335	2.511712	N	Bacteria	 Firmicutes	0	0	2.982274	2.969357	8.812081	1.973852	0.05925055	0.05462653	0.06885619	0.0521853	156_1	NA	NA	NA	NA	NA	NA
r9_bin.0190	4408	2798	1	1	1	20	k__Bacteria (UID2565)	87.5	1.24	0	4423133	0	20	20	285906	285906	221156	221156	687126	687126	59.4	0.73	85.73	4597	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__B28-G16;s__	N/A	N/A	GCA_003644175.1	76.37	0.12	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__;s__	taxonomic classification defined by topology and ANI	70.1	0.8950160380549376	N/A	FJ264773.1.1520 Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	3732512	6244	0.1672868	N	Bacteria	 Planctomycetes	0	0	15.16872	14.51811	31.47046	11.18317	0.3013657	0.2670862	0.2459052	0.295664	20_1	129050	79.077	1.01	0	93.48	68.53
r9_bin.0191	1170	548	2	2	0	16	k__Bacteria (UID2328)	91.33	0	0	1043265	0	8	8	308760	308760	130408	130408	486820	486820	30.1	0.42	90.69	1158	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DUNF01;s__DUNF01 sp012839485	96.5	0.9	GCA_012839485.1	96.5	0.9	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DUNF01;s__	taxonomic classification defined by topology and ANI	76.41	N/A	N/A	CU917592.1.1382 Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	15600	304	1.948718	N	Bacteria	 Tenericutes	0	0	2.687774	2.540196	13.46185	4.429472	0.05339954	0.04673135	0.1051888	0.1171077	60_1	NA	NA	NA	NA	NA	NA
r9_bin.0192	3163	1817	1	1	0	17	o__Clostridiales (UID1212)	71.14	2.41	54.55	2259445	0	61	61	52374	52374	37040	37040	126363	126363	38.7	1.48	80.15	3357	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Herbinix;s__Herbinix sp012523775	98.49	0.83	GCA_012523775.1	98.49	0.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Herbinix;s__	taxonomic classification defined by topology and ANI	52.23	N/A	N/A	AB486227.1.1440 Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Mobilitalea;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	20008	604	3.018792	N	Bacteria	 Firmicutes	0	0	2.138522	2.845205	5.809086	1.322514	0.04248724	0.05234253	0.04539127	0.03496502	150_1	921203	74.402	1.008	0	885.53	313.66
